flrID,instruments,beginTime,peakTime,endTime,classType,sourceLocation,activeRegionNum,linkedEvents,link,P10OnsetMax,Farside,FarsideManuallyAddedByUs
,,2024-02-16T06:53Z,2024-02-16T10:30Z,2024-02-18T18:00Z,SUB,S16W80,13576,,,6.65,FALSE,FALSE
,,2024-03-15T01:47Z,2024-03-16T06:35Z,2024-03-16T15:05Z,SPE,S13W95,13599,,,16.7,TRUE,FALSE
,,2024-03-23T01:33Z,2024-03-23T18:20Z,2024-03-25T15:15Z,SPE,N27E08,13614,,,956,FALSE,FALSE
,,2024-05-09T09:13Z,2024-05-10T10:45Z,2024-05-10T10:55Z,SUB,S20W26,13664,,,3.4,FALSE,FALSE
,,2024-05-10T06:54Z,2024-05-10T17:05Z,2024-05-11T01:05Z,SPE,S20W26,13664,,,64.93,FALSE,FALSE
,,2024-05-11T01:23Z,2024-05-11T09:10Z,2024-05-12T12:35Z,ESPE,S15W45,13664,,,116.4,FALSE,FALSE
,,2024-05-13T09:44Z,2024-05-14T05:20Z,2024-05-16T14:50Z,SPE,S20W81,13664,,,120.91,FALSE,FALSE
,,2024-06-08T01:49Z,2024-06-08T08:00Z,2024-06-09T21:35Z,ESPE,S18W53,13697,,,1028.5,FALSE,FALSE
,,2024-06-12T00:35Z,2024-06-12T05:20Z,2024-06-14T12:00Z,SUB,N18W111,13697,,,6.639,TRUE,FALSE
,,2024-07-23T00:23Z,2024-07-23T10:40Z,2024-07-23T23:45Z,ESPE,S09W163,13738,,,24.8,TRUE,FALSE
,,2024-08-05T13:40Z,2024-08-05T21:40Z,2024-08-06T12:00Z,SUB,S11W96,13765,,,3.58,TRUE,FALSE
,,2024-09-01T13:22Z,2024-09-03T00:40Z,2024-09-03T09:30Z,SUB,S22E64,13813,,,5.95,FALSE,FALSE
,,2024-09-03T07:22Z,2024-09-03T12:45Z,2024-09-07T00:00Z,SUB,S20E57,13813,,,6.29,FALSE,FALSE
,,2024-09-09T03:32Z,2024-09-09T22:50Z,2024-09-10T05:55Z,SPE,S08W83,13806,,,34.17,FALSE,FALSE
,,2024-09-14T15:29Z,2024-09-15T14:55Z,2024-09-17T16:10Z,SUB,S16E56,13825,,,6.2,FALSE,FALSE
,,2024-10-07T19:13Z,2024-10-08T04:45Z,2024-10-08T12:30Z,SUB,S19W63,13842,,,2.5,FALSE,FALSE
,,2024-10-09T01:56Z,2024-10-09T13:00Z,2024-10-11T03:15Z,ESPE,N12W11,13848,,,1065.5,FALSE,FALSE
,,2024-10-24T03:57Z,2024-10-26T16:15Z,2024-10-26T16:15Z,SUB,S05E86,13869,,,3.46,FALSE,FALSE
,,2024-10-26T07:19Z,2024-10-27T15:35Z,2024-11-01T08:40Z,SPE,S11E56,13873,,,273.1,FALSE,FALSE
,,2024-11-21T18:12Z,2024-11-22T03:55Z,2024-11-22T18:45Z,ESPE,S09W120,13889,,,125,TRUE,FALSE
,,2025-01-04T15:09Z,2025-01-05T00:55Z,2025-01-05T09:40Z,SPE,S17W55,13939,,,20,FALSE,FALSE
,,2025-02-24T07:02Z,2025-02-24T13:55Z,2025-02-24T23:00Z,SUB,N16W20,14000,,,1.58,FALSE,FALSE
,,2025-02-24T22:09Z,2025-02-25T02:40Z,2025-02-25T11:15Z,SPE,N16W30,14000,,,37.1,FALSE,FALSE
